"AVERAGE_DEW_POINT_F___FLOAT_VALUE_TO_NEAREST_HUNDREDTHS_PLACE","AVERAGE_RELATIVE_HUMIDITY_____FLOAT_VALUE_TO_NEAREST_HUNDREDTHS_PLACE","AVERAGE_SEA_LEVEL_PRESSURE_MILLIBARS___FLOAT_VALUE_TO_NEAREST_HUNDREDTHS_PLACE","AVERAGE_TEMPERATURE_C___FLOAT_VALUE_TO_NEAREST_HUNDREDTHS_PLACE","AVERAGE_VISIBILITY_KILOMETERS___FLOAT_VALUE_TO_NEAREST_HUNDREDTHS_PLACE","AVERAGE_WIND_SPEED_KNOTS___FLOAT_VALUE_TO_NEAREST_HUNDREDTHS_PLACE","CITY_LOCATION_IDENTIFIER__UP_TO_9_ALPHANUMERIC_CHARACTERS_","COOLING_DEGREE_DAYS_C___FLOAT_VALUE_TO_NEAREST_HUNDREDTHS_PLACE","HEATING_DEGREE_DAYS_C___FLOAT_VALUE_TO_NEAREST_HUNDREDTHS_PLACE","MAXIMUM_TEMPERATURE_C___FLOAT_VALUE_TO_NEAREST_HUNDREDTHS_PLACE","MINIMUM_TEMPERATURE_C___FLOAT_VALUE_TO_NEAREST_HUNDREDTHS_PLACE","PRECIPITATION_INTEGER_IN_HUNDREDTHS_OF_A_MILLIMETER___LIQUID_EQUIVALENT____0__IS_USED_FOR_TRACE_AMOUNTS_AND___1__IS_USED_FOR_NO_PRECIPITATION","VALID_DATE_AS_YYYYMMDD"
-7.56,84.8556,1025.42,-1.44,7.2618,8.442,"K6R6",0,19.8744,4.69,-7.98,51,"2021-02-18"
2.08,93.6632,1023.05,1.54,12.9592,8.88,"KACK",0,16.5231,3.69,-0.71,-1,"2021-02-15"
-12.51,38.2184,1028.46,1.51,16.905,4.99,"KAFF",0,16.1994,12.32,-8.81,-1,"2021-02-01"
-25.47,70.6464,1029.48,-20.6,14.839,0.7,"KADU",0,40.9032,-14.4,-28.2,-1,"2021-02-09"
-7.36,35.79,1020.34,6.47,15.456,4.19,"KAEG",0,10.792,16.92,-3.18,-1,"2021-02-23"
18.72,66.6196,1021.69,25.45,13.9104,10.868,"KAPF",6.6432,0,31.01,18.99,-1,"2021-02-28"
6.76,91.5255,1026.11,7.14,8.7494,10.48,"KAST",0,11.39,10.3,3.39,1117,"2021-02-05"
2.73,78.7847,1025.11,7.29,15.78,8.129,"KAST",0,11.3628,9.19,5.4,711,"2021-02-17"
-2.98,53.5178,1026.11,7.29,14.0553,4.719,"KBCB",0,11.2514,13.79,0.4,25,"2021-02-26"
-2.39,79.9668,1012.9,-0.5,8.6592,14.487,"KBKL",0,18.0768,1.5,-2.3,83.6,"2021-02-01"
8.29,100,1015.95,8.99,1.6268,6.219,"KBOK",0,9.2512,9.5,7.28,2464,"2021-02-12"
-3.43,75.9798,1008.15,0.48,12.152,8.172,"KBUU",0,18.6018,2.48,-2.32,-1,"2021-02-04"
7.13,80.5975,1019.66,12.14,15.939,6.908,"KBVE",0,6.4224,18.18,4.5,-1,"2021-02-08"
0.99,97.4556,1005.11,1.7,4.7904,11.748,"KCGE",0,16.3251,3,0.3,82.8,"2021-02-01"
-14.5,76.195,1029.17,-11.92,13.4496,5.29,"KCLE",0,30.0475,-5.21,-16.72,22.5,"2021-02-17"
-2.09,68.894,1007.5,2,15.3024,14.36,"KCLE",0,15.1968,6.41,-1.31,68.4,"2021-02-23"
-15.49,83.6237,1019.01,-13.4,12.7792,10.978,"KCIN",0,30.5568,-11.3,-16.3,-1,"2021-02-06"
-6.6,38.4219,1028.46,6.89,16.744,4.401,"KCSG",0,11.2514,15.4,-0.51,-1,"2021-02-20"
-17.89,66.2025,1027.8,-14.05,12.648,3.49,"KCVX",0,33.684,-11.52,-15.98,-1,"2021-02-15"
-10,76.032,1024.4,-8.31,13.2696,1.2,"KCVX",0,26.4014,-1.09,-13.82,-1,"2021-02-20"
-1.51,83.4075,1010.89,1.4,14.9247,8.448,"KCWA",0,17.5033,2.3,-0.3,167.2,"2021-02-24"
-12.67,78.6689,1030.5,-11.11,13.9885,7.469,"KDEC",0,30.0288,-5,-17.32,-1,"2021-02-19"
-17.7,66.1954,1031.88,-12,16.261,13.827,"KDMO",0,30.83,-9.6,-15.2,-1,"2021-02-12"
-3.2,83.1836,1030.16,0.45,10.0164,3.951,"KDTN",0,18.8032,5.71,-6.01,-1,"2021-02-20"
-29.67,66.47,986.13,-25.12,16.261,12.77,"KDVL",0,44.3518,-22.52,-27.32,-1,"2021-02-10"
-3.68,83.8233,1024.74,-1.15,13.6552,7.689,"KDVP",0,18.601,3,-5.3,110,"2021-02-25"
4.57,98.2476,1026.43,5,13.728,2.601,"KFDK",0,13.1967,7.1,2.6,83.6,"2021-02-28"
-24.39,62.5828,1032.9,-19.29,15.939,3.681,"KFLD",0,36.1285,-12.88,-25.71,-1,"2021-02-11"
-26.78,57.2474,1034.22,-21.06,15.617,10.318,"KFLD",0,38.5011,-16.92,-23.69,-1,"2021-02-14"
-7.86,52.61,1012.21,3.45,16.583,10.758,"KFMM",0,15.3816,13.51,-6.91,-1,"2021-02-20"
7.89,90.8622,1014.6,10.3,12.6072,6.468,"KFTW",0,7.9968,14.29,6.41,4131.6,"2021-02-26"
17.74,93.8604,1016.3,20.2,6.574,2.601,"KFZG",1.6032,0,22.82,17.68,41.8,"2021-02-11"
13.5,75.3981,1021.69,18.46,13.6272,1.881,"KFZG",0,0.2716,26.02,9.89,-1,"2021-02-26"
-8.08,61.05,1027.79,0.65,16.583,7.689,"KHDN",0,17.176,7.12,-6.62,-1,"2021-02-02"
-11.78,42.7129,1012.9,-0.78,15.456,5.819,"KHLX",0,18.2378,6.22,-7.78,394.2,"2021-02-04"
-20.4,63.8163,1025.09,-23.75,15.456,2.34,"KICL",0,39.881,-15.7,-32.1,-1,"2021-02-17"
-23.69,74.8707,1024.06,-18.6,16.569,8.569,"KHYS",0,37.9746,-11.3,-26.6,-1,"2021-02-16"
-0.21,91.31,1022.72,2.1,5.7216,4.389,"KIPT",0,17.4615,4.8,-0.5,1400,"2021-02-28"
-12.27,73.3978,1026.79,-8.3,11.28,7.68,"KJXN",0,26.0251,-3.5,-13.4,-1,"2021-02-20"
7.88,76.6186,1020.69,13.61,15.759,5.59,"KJYL",0,4.4847,19.81,7.8,-1,"2021-02-22"
-9.5,81.46,1021.38,-8.95,11.0446,3.29,"KJYM",0,26.6688,-4.8,-13.8,33,"2021-02-13"
-2.29,93.381,1004.42,-0.5,12.1025,13.203,"KJYO",0,18.83,1,-2.2,558,"2021-02-02"
4.13,82.8402,1018.98,7.1,14.535,4.932,"KLCK",0,10.3968,10.8,4.4,139.7,"2021-02-27"
-6.07,75.4272,1026.43,-2.5,15.617,9.162,"KLIT",0,20.3991,-1.9,-3.7,-1,"2021-02-12"
8.43,95.7678,1016.29,9.75,5.6964,2.961,"KLIT",0,8.5248,11.7,6.9,414,"2021-02-27"
4.51,86.6388,1015.95,7.4,12.3624,8.532,"KLPR",0,11.0565,14.7,1.1,430,"2021-02-28"
-10.06,52.1362,1019,0,16.2588,27.654,"KLVM",0,18.3906,4.2,-3.5,-1,"2021-02-21"
5.9,86.1492,1013.93,7.65,13.3095,7.568,"KMAI",0,10.6912,13.4,2.4,-1,"2021-02-07"
-1.1,63.53,1033.24,7.2,15.778,2.299,"KMHS",0,11.6586,14.4,-1.1,-1,"2021-02-22"
-8.91,46.8,1030.53,3.7,16.0784,2.4,"KMHS",0,15.1803,12.5,-6,-1,"2021-02-25"
-15.42,71.4918,1026.11,-10.45,6.1812,4.939,"KMKG",0,29.0496,-7.9,-11.7,220,"2021-02-08"
-7.94,44.3394,1025.09,3.6,15.295,5.09,"KMMH",0,15.1266,9.6,-2.6,624.8,"2021-02-23"
-5.31,57.4337,999.37,0.05,16.261,9.882,"KMOT",0,17.4406,5.5,-4.9,-1,"2021-02-26"
-13.6,45.0953,1027.45,0.39,15.295,7.348,"KMUI",0,17.8868,6.3,-6.22,-1,"2021-02-17"
-14.89,59.6232,1026.43,-8.35,84.234,30.83,"KMWN",0,27.2498,-5.5,-11.5,90,"2021-02-15"
-2.44,61.2206,1027.82,4.6,15.295,4.09,"KNHK",0,14.2449,9.6,-0.8,280,"2021-02-26"
0.93,81.1838,1025.11,3.45,14.0695,5.19,"KNKT",0,14.0924,9.6,-2.3,-1,"2021-02-08"
-19.74,39.9366,1022.05,-9.3,0,30.074,"K0CO",0,27.6033,-7.4,-10.5,-1,"2023-02-04"
13.93,64.8542,1015.63,18.7,15.4644,8.68,"K0VG",0.6633,0,23.3,14.9,2.2,"2023-02-23"
16.04,85.2844,1017.98,18.45,15.5685,3.223,"K1A9",0.441,0,23.4,14.3,-1,"2023-02-15"
-12.47,25.6742,1007.15,7,16.744,17.85,"K1V6",0,10.3968,12.6,2.5,-1,"2023-02-27"
-12.91,85.8814,1014.93,-10.11,15.295,4.527,"K3N8",0,29.862,-7.02,-13.2,62,"2023-02-05"
-5.06,86.67,998,-5.31,12.0377,7.55,"K3N8",0,23.6744,-1.4,-9.62,-1,"2023-02-27"
-5.16,48.951,1020.34,6.6,15.617,5.79,"KOGD",0,11.6185,12,0.5,-1,"2021-02-02"
-2.84,62.2463,1015.93,4,15.9324,5.751,"KOGD",0,14.8773,7.3,-0.4,207,"2021-02-20"
-19.88,72.5832,1029.85,-16.84,8.417,8.802,"KOKM",0,35.8234,-13.99,-18.6,205.2,"2021-02-15"
-4.16,34.1537,1022.37,16.55,15.4638,5.929,"KOLS",0,1.4076,25.9,8.8,-1,"2021-02-01"
-9.22,77.5269,1023.08,-7.19,11.78,3.59,"KOSC",0,24.7797,-0.48,-13.21,-1,"2021-02-20"
-26.37,49.4214,1026.09,-18.45,0,5.709,"KP53",0,36.58,-11.2,-25,-1,"2021-02-09"
-15.18,65.2494,1018.66,-11.7,14.33,5.211,"KPIA",0,31.9515,-6.8,-16.6,330,"2021-02-06"
3.46,85.1078,1018.3,11,14.839,12.744,"KPIL",0,7.1577,18.7,3.8,594,"2021-02-12"
6,74.766,1023.42,8.1,15.295,5.472,"KPAO",0,9.3385,12.5,3.6,562.5,"2021-02-03"
-13.09,69.6,1025.79,-8.95,15.606,7.689,"KPWK",0,28.2336,-5.4,-12.7,-1,"2021-02-19"
-7.36,45.9877,1019.16,3.92,0,1.692,"KQSF",0,14.2784,9.96,-2.63,6439.5,"2021-02-13"
-17.97,27.897,1021.29,-0.72,0,1.309,"KQSN",0,19.4775,6.16,-7.29,-1,"2021-02-05"
-0.71,55.38,1011.22,8.65,15.778,6.19,"KRDM",0,9.5808,16.1,1.5,-1,"2021-02-01"
-31.69,56.133,1037.27,-25.73,16.422,5.049,"KRNH",0,42.7966,-20.78,-30.69,-1,"2021-02-14"
-6.13,42.189,1012.22,7.8,15.617,11.187,"K1V6",0,10.9383,16.4,-1.2,-1,"2024-12-28"
-9.27,69.5844,1013.26,-3.3,15.2694,0.44,"K20V",0,22.0483,1.1,-7.6,-1,"2024-12-25"
5.62,100,1022.38,5.5,6.0792,5.709,"K3LF",0,12.4451,7,4.3,167.2,"2024-12-25"
0.26,92.9907,1021.71,2.2,12.72,2.871,"K4I3",0,15.6768,5.5,-1.4,945,"2024-12-18"
3.62,68.5208,1025.43,11.01,15.456,4.67,"K54J",0,8.106,17.5,3.52,-1,"2024-12-24"
-4.24,25.6836,1015.27,17,16.744,8.78,"K6R6",0,0.7885,27.88,7.12,-1,"2024-12-13"
14.98,75.6162,1012.92,20.93,14.991,3.501,"KAHN",2.525,0,27.42,14.84,-1,"2023-02-22"
7.16,85.5106,1014.6,9.04,12.844,7.722,"KAST",0,9.3345,11.47,7.52,698.5,"2023-02-04"
3.59,56.5367,1026.11,9.62,15.778,4.221,"KAVC",0,8.4378,21.72,-2.18,-1,"2023-02-08"
-2.83,50.9638,1021.05,6.09,15.456,8.712,"KBAB",0,11.4624,14.29,-0.91,-1,"2023-02-15"
18.82,90.6598,1019.98,20.67,0,9.592,"KBBF",2.1186,0,21.57,19.57,18.9,"2023-02-20"
-3.37,30.3702,1008.18,14.65,16.583,4.499,"KBLH",0,3.7232,24.39,5.41,-1,"2023-02-12"
4.77,98.0148,1024.08,5.14,14.7368,6.149,"KBMT",0,12.3093,7.1,3.58,275,"2023-02-01"
-0.14,55.2773,1021.37,7.61,16.744,3.179,"KBOK",0,10.6353,15.3,0.41,44,"2023-02-18"
-1.3,39.2082,1019,10.11,16.422,12.947,"KBYS",0,8.1906,18.49,2.02,-1,"2023-02-05"
-4.31,56.0078,1026.8,3.2,15.4638,5.832,"KCGE",0,14.3851,8.2,-0.8,61.6,"2023-02-25"
-0.51,93.5856,1011.87,1.4,15.3076,18.96,"KCIN",0,17.5033,7.5,-4.5,-1,"2023-02-15"
-6.28,83.487,1025.11,-4.9,11.41,6.624,"K9MN",0,23.0583,-0.3,-8.8,336,"2024-12-14"
-3.71,53.0759,1029.48,7.12,16.583,5.59,"KABI",0,10.6656,15.66,-1.51,-1,"2024-12-11"
12.37,69.71,1016.63,13.59,15.13,6.831,"KABI",0,4.44,20.26,7.72,-1,"2024-12-16"
-12.44,84.099,1027.82,-9,15.617,0.55,"KAFO",0,28.6649,-0.5,-17.5,0.9,"2024-12-06"
-2.48,90.4128,1014.93,-0.8,10.46,5.709,"KAFO",0,19.2066,1.5,-2.5,16.2,"2024-12-28"
3.29,74.9496,1009.18,6.7,15.456,10.58,"KAWG",0,11.2167,13.1,0.8,-1,"2024-12-09"
1.98,52.569,1026.46,11.44,16.583,11.77,"KBAZ",0,6.6456,16.11,8.08,-1,"2024-12-06"
-9.99,21.0223,1016.63,12.62,15.456,4.581,"KBIF",0,6.1711,22.42,1.82,-1,"2024-12-24"
-8.44,46.1772,1020.35,5.5,18.0765,6.59,"KBJC",0,12.5734,13,-1.9,-1,"2024-12-17"
-11.21,49.7902,1019.01,-1.7,15.939,7.632,"KBJC",0,20.7366,2.2,-6.5,-1,"2024-12-31"
-6.49,27.5418,1016.98,13.63,15.617,3.289,"KBLH",0,5,23.28,3.69,-1,"2024-12-22"
-15.61,66.8427,1022.06,-8.63,16.261,2.739,"KBPI",0,27.4701,0.1,-16.47,-1,"2024-12-12"
2.94,90.2779,1023.42,4.67,6.2,5.665,"KBTL",0,14.4534,6.47,1.87,27.5,"2024-12-26"
9.48,74.8604,1022.38,12.52,14.6055,7.43,"KBTR",0,6.3544,18.03,6.61,2791.8,"2024-12-05"
-11,37.673,1016.27,4.15,15.617,2.241,"KRTS",0,13.3248,12.4,-4.1,-1,"2021-02-08"
3.68,99,1011.89,3.85,7.0884,5.33,"KRZR",0,14.889,7.7,0.9,1397,"2021-02-15"
-5.64,74.7936,1018.98,-3.45,16.5776,5.19,"KSFZ",0,22.1998,-1.4,-5.2,-1,"2021-02-14"
5.7,88.4962,1013.26,8.68,13.2264,6.19,"KSXS",0,10.0425,11.79,5.68,822.6,"2021-02-07"
-4.56,82.0704,1028.8,-1.13,15.617,9.768,"KSZL",0,18.4032,1.11,-2.78,-1,"2021-02-01"
-13.37,42.2887,1017.98,-5.1,15.778,4.671,"KTEX",0,23.8663,6.9,-17.5,-1,"2021-02-24"
15.73,67.38,1019.68,21,10.8979,6.68,"KTIX",2.6433,0,24.5,18.5,56.1,"2021-02-23"
16.69,93.7992,1015.27,10.3,8.372,9.009,"KTLH",0,8.2467,19.5,0.7,1001,"2021-02-18"
4.1,82.35,1014.27,8.75,9.8532,3.951,"KTOL",0,8.9046,16.9,1.3,162,"2021-02-28"
14.61,74.4777,1021.01,20.2,15.4618,6.149,"KTPF",1.6032,0,25.5,14.1,-1,"2021-02-08"
0.22,62.7614,1010.87,8.15,16.744,8.48,"KUIN",0,9.8688,14.1,1.3,-1,"2021-02-23"
-3.69,55.94,1022.74,1.65,15.617,8.28,"KUOX",0,16.6404,3.9,-2,-1,"2021-02-02"
-10.48,22.3584,1019.68,12.19,15.5588,3.59,"KBYS",0,5.9994,22.29,2.19,-1,"2024-12-05"
-0.68,94.9557,1017.63,-0.2,16.4115,1.52,"KCDD",0,19.2066,1,-2.4,11.7,"2024-12-15"
-6.64,54.5797,1022.72,0,16.583,11.67,"KCKV",0,17.5968,8.59,-8.99,-1,"2024-12-05"
1.41,91.9584,1027.79,5.5,13.692,3.069,"KCLS",0,13.2149,11.6,-0.9,-1,"2024-12-05"
2.44,97.1805,1017.29,5.6,14.7798,2.2,"KCLS",0,12.7017,10.2,1.2,-1,"2024-12-11"
1.63,56.8032,1023.05,9.7,16.1,9.98,"KVCB",0,8.1985,16.9,2.2,-1,"2021-02-17"
-7.02,92.75,1013.56,-4.9,6.76,5.472,"KWWR",0,23.5149,-0.8,-7.9,-1,"2021-02-08"
-6.78,50.8228,1019.32,-9.25,15.9378,10.413,"KWYS",0,28.8912,-2.6,-17,308,"2021-02-23"
-8.47,75.3136,1013.24,-6.76,15.617,6.066,"KY23",0,23.8944,0.8,-13.91,-1,"2021-02-03"
9.54,97.9506,1015.6,10.4,15.939,3.99,"K08D",0,7.83,15.3,6.5,598.4,"2023-05-08"
3.28,59.5649,1022.05,9.6,15.617,4.169,"K20V",0,7.9135,16.7,3.1,9,"2023-05-18"
9.14,45.23,1016.95,20.94,15.456,2.64,"K3LF",2.7405,0,28.6,12.59,-1,"2023-05-29"
13.26,59.4207,1017.98,21.6,15.295,4.059,"K4I3",3.0749,0,28.2,14.8,-1,"2023-05-30"
9.77,49.3245,1014.92,20.08,16.2588,2.64,"KAEX",1.8624,0,28.08,12.88,-1,"2023-05-03"
21.4,66.435,1016.27,27.3,15.617,4.829,"KAPF",9.6285,0,32.22,23.28,-1,"2023-05-19"
10.56,61.4652,1012.58,14.74,11.6655,9.38,"KARR",0,3.7733,22.38,6.51,306.9,"2023-05-19"
22.4,73.1865,1009.18,28.44,11.6718,7.88,"KBAZ",9.2256,0,34.09,21.6,27.5,"2023-05-05"
3.96,62.8964,1022.03,12.2,13.573,3.069,"KCZZ",0,6.2667,19,5,726,"2023-02-01"
-1.98,69.5587,1023.06,3.38,15.453,4.69,"KD95",0,14.75,8.18,-1.01,-1,"2023-02-08"
5.66,100,1022.38,5.7,11.4954,2.961,"KDCM",0,12.5766,7.3,5.4,165,"2023-02-02"
8.22,76.8876,1020.01,12.4,13.1575,2,"KCRQ",0,5.8883,18.28,7.42,-1,"2024-12-20"
6.91,78.4294,1020.71,10.89,16.1,9.08,"KCSG",0,6.94,14.29,9.29,27.5,"2024-12-27"
4.69,75.2004,1020.34,8.8,15.3076,2.42,"KDCM",0,9.7965,11.2,7.5,1205.1,"2024-12-09"
11.38,83.0158,1007.5,13,11.3145,11.37,"KDKX",0,4.7334,16.9,10.2,2081,"2024-12-29"
-2.9,73.6141,1031.51,2.1,13.1328,3.09,"KDMH",0,16.1466,3.79,1.21,-1,"2024-12-26"
-0.06,55.1544,1024.09,9.49,16.583,1.76,"KDTN",0,8.208,18.08,1.41,-1,"2024-12-01"
17.78,87.4164,1023.05,19.24,16.065,1.859,"KDTS",1.0656,0,23.08,16.01,-1,"2024-12-18"
-6.52,78.4467,1024.77,-2.76,15.7806,8.28,"KDUH",0,21.8178,0.3,-6.51,-1,"2024-12-02"
-3.34,70.511,1025.11,0.58,15.295,5.269,"KDUH",0,16.682,2.78,-1.92,-1,"2024-12-19"
7.88,40.2584,1017.63,21.39,15.295,6.831,"KBIE",3.528,0,28.08,14.81,-1,"2023-05-28"
-1.1,41.2038,1016.97,10.53,15.617,2.781,"KBKX",0,7.4195,22.48,-1.52,-1,"2023-05-03"
13.88,90.1829,1023.06,16.6,13.7115,2.601,"KBPC",0,1.3965,19.8,14,236.5,"2023-05-14"
9.08,76.1264,1010.19,13.49,13.4064,4.29,"KBYI",0,4.2624,20.91,6.87,1396,"2023-05-25"
19.81,74.0292,1013.22,24.44,14.357,4.19,"KBYY",5.5776,0,30,18.18,-1,"2023-05-31"
-0.7,62.6178,1005.45,5.2,15.617,7.19,"KEFT",0,12.4451,11.8,-1,-1,"2024-12-08"
-4.01,59.6088,1029.83,5.5,16.905,4.49,"KEOE",0,13.4633,12.4,-1.9,-1,"2024-12-12"
-7.23,63.6611,1025.79,-2.14,15.939,4.29,"KEWB",0,21.0912,2.32,-6.61,-1,"2024-12-25"
-5.11,60.996,1004.77,4.57,15.456,3.89,"KFSD",0,14.7368,12.78,-3.94,-1,"2024-12-08"
0.27,54.9796,1032.19,9.02,15.617,4.79,"KFTW",0,9.5655,17.22,1.62,-1,"2024-12-03"
-6.63,70.6548,1022.05,-2.75,16.583,1.98,"KGCD",0,20.1684,1.32,-5.22,-1,"2024-12-31"
-14.33,47.8336,1030.51,0.01,16.1,1.44,"KGNT",0,18.72,13.41,-13.99,-1,"2024-12-16"
-4.94,61.2816,1022.38,3.3,16.905,2.299,"KGWW",0,14.6817,11.11,-4.01,-1,"2024-12-01"
-0.51,75.0974,1025.43,3.7,15.295,3.69,"KHLX",0,14.9032,8.3,0,-1,"2024-12-26"
2.86,61.7918,1009.5,9.24,15.617,7.08,"KHTS",0,8.4455,13.73,5.66,-1,"2024-12-30"
-16.16,75.5073,1032.22,-13.3,12.5928,7.08,"KHZE",0,32.2699,-10.8,-15,27,"2024-12-02"
3.02,76.6458,1036.96,7.36,15.6146,5.39,"KJGG",0,11.5847,10.7,3.22,8,"2024-12-15"
7.47,92.2182,1016.61,8.67,16.2448,6.19,"KKLS",0,10.1535,12.22,5.21,305,"2024-12-22"
-4.56,39.423,1023.08,10.16,16.422,9.768,"KLBB",0,7.78,21.11,-0.5,-1,"2024-12-19"
3.7,87.035,1024.09,7.64,13.1704,3.951,"KLCK",0,11.2167,10.48,4.31,22.5,"2024-12-26"
8.32,79.2102,1019,11.87,6.2468,17.46,"KCEC",0,6.7367,14.39,9.94,-1,"2023-05-22"
5.24,43.25,1009.53,15.93,15.6212,5.79,"KCEZ",0,2.475,23.89,7.68,25,"2023-05-18"
10.78,48.24,1020.69,22.9,14.943,8.892,"KCIN",4.3368,0,28,16.7,-1,"2023-05-25"
18.94,77.4771,1014.92,24.61,15.7185,12.177,"KCOM",5.8506,0,30.1,18.41,406,"2023-05-07"
3.57,47.3022,1015.26,14.54,15.778,7.812,"KCPW",0,3.89,23.89,4.7,-1,"2023-05-17"
-5.61,42.6666,1024.08,7.88,15.939,6.651,"KDMH",0,10.7712,11.06,5.1,-1,"2023-02-11"
-0.58,79.5466,991.23,2.27,13.1016,15.697,"KDVP",0,15.0432,4.72,1.11,457.2,"2023-02-14"
2.73,63.7461,1024.06,10.3,14.535,2.49,"KDWH",0,8.7465,19.39,1.51,-1,"2023-02-12"
6.13,94.9097,1025.01,9.5,0,6.039,"KDYA",0,8.8407,13.9,4.5,836,"2023-02-01"
10.76,85.5975,1023.1,10.75,0,6.699,"KDYA",0,7.9356,19.3,1.9,-1,"2023-02-07"
17.92,93.15,1022.85,18.8,0,1.19,"KDYA",0.4462,0,23.34,14.65,-1,"2023-02-25"
-19.2,72.6336,1005.13,-15.8,3.675,6.688,"KECS",0,32.8151,-11.5,-20,-1,"2023-02-22"
2.08,64.9539,1010.89,7.75,15.778,6.149,"KEHR",0,10.3684,16.01,-1.01,68.4,"2023-02-14"
-9.01,43.7027,1033.24,4.79,16.261,5.832,"KEYF",0,12.958,11.31,-1.22,921.8,"2023-02-04"
1.38,85.3332,1021.37,7.5,14.028,3.591,"KFDK",0,10.4333,14.5,0.5,-1,"2023-02-26"
-12.14,83.1204,1025.09,-13.73,13.1328,8.98,"KFKA",0,32.6201,-2.78,-24.29,68.4,"2023-02-25"
8.17,63.6231,1015.93,15.5,15.8865,7.469,"KD60",0,2.3067,24.4,7.6,75.9,"2023-05-10"
4.69,60.2118,1010.87,11.18,15.295,6.291,"KDAA",0,6.615,17.69,5.78,-1,"2023-05-04"
15.78,70.9167,1008.85,19.31,10.1462,2.6,"KDAA",0.4794,0,28.91,8.2,45.9,"2023-05-08"
13.59,74.4766,1016.97,18.47,15.46,1.62,"KDAA",0,0.1751,26.61,9.82,457.2,"2023-05-20"
17.07,89.8608,1021.71,17.38,11.11,7.011,"KDMO",0,0.5488,19.7,15.06,27.5,"2023-05-15"
-2.41,41.82,1010.23,10.5,16.1,21.65,"KDNS",0,8.1634,15.6,4.2,-1,"2023-05-01"
-6.99,27.7379,1013.85,10.9,15.7806,6.369,"KDNS",0,7.1101,21.9,0.2,-1,"2023-05-03"
12.57,66.9203,1015.95,16.36,16.4112,7.79,"KDVL",0,2.3465,25.3,6.22,27.5,"2023-05-11"
2.73,82.9521,1025.79,6.49,11.3295,2.42,"KLHQ",0,11.8206,8.79,3.69,22.5,"2024-12-25"
-5.5,62.818,1033.9,1.7,15.778,5.709,"KLNP",0,16.8199,6.5,-1.9,-1,"2024-12-13"
-1.5,68.39,1014.6,4.19,13.8168,7.909,"KLOL",0,13.433,9.2,-0.61,22.5,"2024-12-14"
-3.08,79.346,1011.89,0.81,14.9032,8.442,"KLSE",0,17.6694,1.42,-1.11,-1,"2024-12-31"
